Question	Answer	Source	Metadata
I hate feeling inconsolable	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I hate feeling like I'm broken hearted	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I hate feeling downcast	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
When will I ever stop feeling so despondent?	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm feeling unhappy today	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Today is just a little sad	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Today made me sad	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
What can I say? I'm just feeling sad	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
When will I ever stop feeling so blue?	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
When will I ever stop feeling so broken hearted?	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
When will I ever stop feeling so sad?	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
When will I ever stop feeling so despairing?	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
When will I ever stop feeling so miserable?	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
When will I ever stop feeling so down?	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
When will I ever stop feeling so downcast?	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
When will I ever stop feeling so downhearted?	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
When will I ever stop feeling so gloomy?	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
When will I ever stop feeling so glum?	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
When will I ever stop feeling so inconsolable?	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I feel depressed	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
When will I ever stop feeling so dejected?	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Today is just a little depressed	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I am usually depressed	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
"Listen, I'm just depressed"	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
My life is just depressing	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
My life is so depressed	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
My whole life is depressing	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Sometimes I just feel depressed	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Lately I've been so depressed	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Today has made me depressed	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I've been depressed all day	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
This week has been depressing	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Today made me depressed	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
What can I say? I'm just feeling depressed	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
When will I ever stop feeling so depressed?	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I feel so melancholy	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
My life makes me sad	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I have no life	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
This week has made me depressed	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm depressed	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Today has been depressing	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I feel depressed today	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I hate being depressed	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I hate feeling depressed	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I hate feeling depressed constantly	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I hate feeling depressed every day	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Life is so depressing	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I wish I could stop feeling depressed	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I can't stand feeling so depressed	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm depressed today	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm feeling depressed	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm feeling depressed today	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm just feeling a bit depressed today	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm really depressed	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm so depressed	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm tired of feeling so depressed all the time	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Depressing day today	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm tired of feeling so downcast all the time	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm sad today	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm so sad	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm tired of feeling so blue all the time	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm tired of feeling so broken hearted all the time	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm tired of feeling so dejected all the time	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm tired of feeling so despairing all the time	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Today has me feeling blue	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm tired of feeling so down all the time	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm out of sorts	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm tired of feeling so downhearted all the time	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm tired of feeling so gloomy all the time	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm tired of feeling so glum all the time	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm tired of feeling so inconsolable all the time	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm tired of feeling so melancholy all the time	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm tired of feeling so miserable all the time	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm tired of feeling so despondent all the time	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm inconsolable today	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
My life is sad	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm gloomy	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm gloomy today	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm glum	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm glum today	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm heartbroken	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm sad	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm in despair today	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm really sad	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm inconsolable	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm just feeling a bit sad today	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm melancholy	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm melancholy today	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm miserable today	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm miserable	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm unhappy	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm in despair	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
My life is so sad	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm tired of feeling so sad all the time	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Life always sucks	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Life is depressing	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Life is heartbreaking	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Life is miserable	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Life is sad	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Lately I've been so sad	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
my life is depressing	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Lately I've been so miserable	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
My spirits are terrible	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
My?life is miserable	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Sad day today	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Sometimes I feel bummed out	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Sometimes I just feel sad	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
This week has made me sad	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Today has been a trying day	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
"Listen, I'm just sad"	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Lately I've been so despondent	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm feeling woeful	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm unhappy today	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I've been sad all day	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Just feeling a tad down	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Lately I've been so blue	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Lately I've been so broken hearted	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Lately I've been so unhappy	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Lately I've been so despairing	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I'm tired of feeling so unhappy all the time	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Lately I've been so down	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Lately I've been so downcast	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Lately I've been so downhearted	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Lately I've been so gloomy	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Lately I've been so glum	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Lately I've been so inconsolable	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Lately I've been so melancholy	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
Lately I've been so dejected	I'm very sorry to hear that.	TECWINSOFT	TECWINSOFT.web
I think I'm going to overdose	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I think I'm going to drown	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I think I'm going to end it all	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I think I'm going to end my life	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I think I'm going to hang myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I think I'm going to hurt myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I think I'm going to jump off a bridge	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I want to drown	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I think I'm going to kill myself with a gun	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I think I'm going to commit suicide	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I think I'm going to shoot myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I think I'm going to take pills	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I want the pain to end	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I want to be dead	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I want to commit suicide	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I want to cut myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I plan to kill myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I think I'm going to kill myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I plan to shoot myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
Being dead would be a relief	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I plan to kill myself with a gun this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I plan to kill myself with a gun this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I plan to kill myself with a gun today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I plan to overdose soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I plan to overdose this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I plan to overdose this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I think I'm going to die	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I plan to shoot myself soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I think I'm going to cut myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I plan to shoot myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I plan to shoot myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I plan to take pills soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I plan to take pills this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I plan to take pills this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I plan to take pills today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I want to end it all	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I plan to overdose today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I'm better off dead	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I'm about to hang myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I'm about to hurt myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I'm about to jump off a bridge	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I'm about to kill myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I'm about to kill myself with a gun	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I'm about to overdose	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I want to die	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I'm about to take pills	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I'm about to drown	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I'm feeling suicidal	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I'm going to be dead soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I'm going to commit suicide	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I'm going to commit suicide soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I'm going to commit suicide this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I'm going to commit suicide this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I'm going to commit suicide today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I'm about to shoot myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I welcome death	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I want to end my life	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I want to hang myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I want to hurt myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I want to jump off a bridge	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I want to kill myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I want to kill myself with a gun	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I want to overdose	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I'm about to end my life	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I want to shoot myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I'm about to end it all	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I wish I were dead	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I won't be alive much longer	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I'd be better off dead	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I'm about to commit suicide	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I'm about to cut myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I'm about to die	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I plan to kill myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I want to overdose on pills	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I need to hurt myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I need the pain to end	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I need to commit suicide	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I need to cut myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I need to die	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I need to drown	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I need to end it all	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I plan to commit suicide this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I need to hang myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I just want it to end	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I need to jump off a bridge	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I need to kill myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I need to kill myself with a gun	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I need to overdose	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I need to shoot myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I need to take pills	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I plan to kill myself with a gun soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I need to end my life	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
I can't wait to die	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
Everyone says I should just die	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
Everyone says I should kill myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
Everyone thinks I should commit suicide	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
Everyone thinks I should kill myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	TECWINSOFT	TECWINSOFT.web
